source,target
3087,933716
1245,2296235
13301,152759
1019,1442705
10017,2778
1245,44060
118372,59315
226366,62064
1245,1267329
1152,13301
39545,4461720
10024,3173
1407495,219479
14253,3173
13301,9168
1107983,2151684
115768,89289
52057,89289
28010,334719
1245,1468400
118372,4425472
107515,1218268
1107983,3189429
15899,87819
39545,75129
145073,2629153
12829,3
1292483,1736
1107983,3189479
1736,2037
152917,1739
13301,418
15899,31
2484942,349
19742,5413756
3387069,8350
12214,2234002
2739683,2778
1916698,2778
1107983,1457534
145073,932592
110380,2065569
18471,2257
13301,54604
1331,2082705
1331,2082734
8349,9284
1245,51329
1407495,1681669
13578,3084
5313713,65717
3301633,74611
2315295,74611
154857,226366
13299,18471
1120207,13301
2638330,884
19742,2291251
1844669,6384
1271061,3
1221663,18471
226366,2507552
2101510,8655
1092208,7202
207116,65717
151339,1739
109322,1736
13301,1430
1019,1348437
50096,571562
1209252,2975
14320,3096516
13570,3084
1051358,7202
3,53587
1646992,8655
145073,35050
107322,1338049
1331,1399794
10001,3084
1407498,64182
1348591,2635381
1245,1638528
2682391,74611
1280992,52057
3,45982
68368,9893
17306,176695
1245,125024
103478,13023
3087,3171
1331,173451
1245,1487
1107983,18892
132856,97823
103853,1191888
1245,12835
1736,2975
1331,4461230
19742,2291214
26283,97823
18471,77896
1245,62856
7073,9893
1245,44845
3137,884
52057,59329
13301,938130
19742,5413776
1618700,19742
23548,3285082
1049916,226366
19106,3173
13301,8967
2975,52605
109799,13301
1739,95200
1321411,65717
145073,592727
1269,3
1331,15869
117828,1407498
1503049,3087
1348591,1384513
7036,884
1275904,1331
1245,6461
1280996,52057
139473,1407498
3034,532
4854309,8655
1198496,3
2060803,226366
13301,4299
101901,3173
13301,3499837
1503037,3087
5313732,65717
2112,8349
1209250,9380
2975,298410
1245,178557
1331,2975
13301,191275
1240816,2975
1090466,2975
11162,884
1245,234808
12208,13301
3084,4053940
151657,884
1107983,2680464
1209248,9380
1808636,18471
13301,71425
1331,2591607
15899,9572
216140,83195
1736,3317998
122441,1331
1224841,18471
103934,13301
1593455,2778
1523983,97823
3617,9893
15899,33285
1245,66555
1348591,1614041
127281,1736
19742,5413706
195003,8349
1604970,89289
13301,5555
1228363,78576
2975,5542280
110380,1518028
110380,5287058
1122377,89289
1776,179215
1331,1643129
20973,3087
3387058,8350
1348591,67602
107023,884
19742,2291213
198,884
1331,29082
349,7202
13301,3712897
18471,7531
18917,210773
1941887,218366
1776,44950
1271071,3
2778,8988
13301,5750256
115768,2975
11477,1776
1019,1442707
11885,8655
3,655
1123118,2778
324315,52057
3,4908582
107515,206637
1520024,3
110039,13301
11086,210773
408,97823
13301,69445
2221,8655
1226770,1331
14320,1848629
32233,6384
180649,216140
17449,8655
53476,6384
52057,8535
145073,2359033
4301536,74611
2484941,349
226366,2597021
3173,72864
110380,1507614
3087,7202
1407495,1645237
1107983,56011
1067187,884
13301,90389
3214,884
1671528,532
38914,7202
1407498,2630436
3084,94759
13301,96767
118372,2550161
8655,8659
2630,7202
1025680,89289
1177915,884
1736,2090109
1102260,1887800
1811,8350
4854361,8655
3,4
1122375,89289
1212003,14320
10400,13301
18471,51666
7202,9264
1356096,45581
12214,1244469
226366,928419
192268,52057
15009,226366
19742,2291234
1107983,5554544
18471,1896
1459067,884
17306,240633
13301,141823
13023,19197
1150,13301
11805,884
107322,1304164
1729660,3
1245,17736
2778,81799
116,12791
129786,13301
14414,89289
1274297,884
1213279,1331
1271075,3
15831,571562
1209245,38888
1723919,78576
12366,884
1019,4457
1271131,3
3087,3353640
3083392,884
571562,78494
1932970,89289
110380,95779
3173,7202
1107983,12987
65903,884
2216410,226366
107515,23959
1245,40389
1331,1674266
1331,173384
214919,89289
31549,884
2778,3136
1366552,1736
140079,14320
1429891,65717
10215,13301
1734564,226366
12214,1437576
52057,938901
1503045,3087
10295,1776
1407498,3257609
7084,9893
1291798,1736
1404319,2778
57799,58100
1023139,1245
1004,3087
18471,2012316
1407495,2057178
13301,8965
1331,1394235
18471,4344191
1736,21007
1682510,1736
1407495,2472694
1472882,226366
1348558,17306
1731075,2975
80966,8349
102708,15899
1735014,226366
1765331,226366
10691,226366
15899,56159
1348591,18050
13301,2351397
12897,1776
1292485,1736
1107983,5554616
1019,1442699
3250637,57799
217111,57799
226366,2358524
1245,1489211
1407495,2706257
2975,3084
2101511,8655
1709782,226366
1503050,3087
75715,9380
13301,2687965
168162,8655
1215064,1736
3,7727
118372,130565
9364,9380
145073,148345
12214,167831
334719,725
1331,2832876
3250638,57799
23548,67634
13301,1336884
24810,52057
1829030,226366
1331,4764467
12791,2975
118372,4425471
1542616,226366
57925,7202
1873002,8349
78576,934136
1209255,9380
1348591,15813
1245,16828
1019,1310986
18471,3357479
13301,50739
1776,9979
107322,3950924
74715,89289
1378034,8350
202276,3
1331,2373417
27993,571562
145145,65717
19801,3
3600056,65717
1245,51663
1057896,3
1679557,1736
138211,3087
1245,1956
3087,3413
63279,8349
13301,72740
19742,2291286
1245,2155
226366,587697
15899,27102
1556258,226366
190652,3
1523746,97823
884,8891
226366,4094217
4854312,8655
15899,976118
14320,157536
5919,78576
107322,21479
1331,4461229
218366,544968
159555,80874
17781,9893
110380,5287071
109418,3
1107983,1220602
13301,154782
112568,14320
13566,3084
1331,4461196
6565,8349
13301,61109
1692944,6384
1245,4870534
1209250,2975
15488,7202
17306,4492
1348591,2966856
1245,728
4076647,97823
1245,93019
2012497,226366
1107983,92881
10826,884
13023,2975
84710,97823
124368,1245
16847,8349
1023483,3
2778,42168
19742,89289
3961528,97823
1736,3162020
107322,1908137
13301,1657758
1036174,4660319
172696,226366
147,884
1174000,884
12214,25074
1182724,18471
12791,56262
1348591,213109
1245,944176
1245,1851154
1107983,2400114
1331,4461218
1240816,17311
12214,1475239
1107983,2998183
8655,95469
1249056,13301
103707,97823
1331,4461198
1148018,13301
19742,2864221
1036171,226366
1209245,1884110
1739,65827
170497,18471
191855,571562
19742,5413738
1193604,65717
2641,8349
13301,998387
1245,2719063
1124487,6384
110584,17306
13301,858
1507069,2778
17356,3
1331,20982
152486,75131
13301,59915
3,87841
138170,334719
1245,2762565
1331,2082755
1736,52442
1407495,4701817
107515,1182532
1022885,1245
1205819,3087
117180,3
12248,3
18471,85931
1107983,2877306
13301,4034705
8655,8668
12074,1245
105059,2778
3,60207
1736,36041
7202,8346
5313733,65717
80874,94030
1245,71189
110380,5287124
2101513,8655
230253,2778
13301,1730708
110380,89289
176829,226366
1230662,3
52057,76470
3,689
13301,93328
12047,8655
63236,97823
2925877,97823
4443,8351
107617,89289
2975,89289
226366,2507566
1519972,1736
13301,76146
1107983,12951
1736,71562
74568,87173
3,3799
13301,96091
15899,5726
1736,25129
1245,62561
226366,3208721
161942,97823
1331,1774435
8645,8655
2975,43524
17306,5659010
127387,226366
1331,2082763
2476795,65553
3054445,8655
13301,54605
1680929,74611
105838,1209245
1131122,13301
1331,1641201
1331,4461197
1120068,65553
1461459,78576
2239629,3084
13301,217536
52057,6748
15762,334719
3230914,97823
12214,26847
1280989,52057
2418360,334719
101032,97823
53552,80874
1261105,226366
1331,1439931
13301,220908
1331,1964391
5542287,7202
2975,349
1287673,884
1245,3217697
1407498,31363
1331,2095537
3544170,97823
1178140,3
1158017,13301
1277520,18471
3,8487
19742,2291209
2787630,89289
1196787,13301
1347338,8655
1579806,226366
1122063,334719
110380,21111
1245,2136301
31309,3146
1331,4764458
35705,52605
1192274,1348591
13301,543105
2926,3
1034253,31309
2975,532
1501314,57799
111946,3084
4854313,8655
32798,8349
1290631,19742
1107983,7633
141610,226366
5542264,7202
101661,1736
4177277,571562
1232728,89289
1179651,1245
210773,87568
12214,432393
1010896,13301
1271121,3
136195,9893
19742,2975
58955,78576
1107983,1346427
1107983,1230099
1245,15277
2887,7202
1407498,2975
145073,3427579
1209251,9380
14320,152704
1271095,3
10697,226366
1620226,571562
2684467,57799
226366,80823
31028,8655
131519,13301
13301,83463
144311,226366
107515,11152
19742,3842973
1107983,5555036
13301,66804
1245,82104
1407495,5423533
1736,2075067
1229963,8349
3087,3142
532,57371
1331,1939059
2334695,52057
108655,13301
1048565,17306
107379,118372
1184909,12214
3223,884
1212168,3
226366,61305
1245,41091
1116907,18471
1385221,2778
1736688,216140
1331,48
1245,29240
2025046,97823
1059186,107322
54855,884
31118,52057
14320,51549
51377,8349
1331,1434944
1206,15899
1736,5377
3,3304181
1209246,9380
107322,4084166
3,69249
1331,2229725
107322,1295260
27165,3
13023,939125
1429987,3
109255,8349
1452480,3
1757777,7202
1544193,9893
19742,5413722
19742,573774
110380,2975
323,532
1331,1365
1776,4951
1389201,97823
1245,19541
114293,1736
118372,4425481
1480276,1739
2891225,65717
18471,552139
1128194,2778
45581,62309
1107983,1727488
2098143,8349
1245,76742
1004584,110380
2778,819
18471,4344227
1348591,3814899
10127,2778
1701263,2975
1245,3110838
27098,52057
1076612,2778
1720901,2778
1331,236710
2014785,226366
226366,2581798
16418,571562
13301,60474
1107983,2440142
1739,1924539
18471,93752
18897,3
109800,13301
3084,4053947
1736,27770
3,686
107322,1362019
13301,24279
1331,2082768
71836,884
1331,1356914
12054,8655
1219579,1245
2778,2989584
1245,8447
3787166,7202
1245,964421
15827,334719
1739,182673
1616719,18471
16897,89289
1331,4461221
1331456,1348591
1231466,31309
1331,2082695
1107983,2488595
2122757,334719
3,78221
578,7202
5542272,7202
1461463,78576
226366,543505
4854369,8655
2301754,7202
2975,75131
1551617,1736
180486,210773
1746631,226366
12214,2975
1736,756648
2150931,3
19051,2975
21127,6384
13301,224943
13301,971937
2088545,3
532,536
3603162,74611
884,9292
145073,39497
3087,3088
216087,3
1245,1962705
17311,2975
37852,8350
2947417,97823
1107983,3189467
115081,13301
80437,8349
68503,7202
2778,2975
2204260,226366
16293,52057
10934,13301
154865,17306
1245,7487
13301,580232
226366,515
1068417,74611
1331,2082709
3,60196
1204219,1736
115755,334719
1739,90180
118372,1940928
1174005,884
107322,941413
1446,65553
1245,17052
3084,3635
13301,1395597
1245,964843
1736,3853422
1019,1442698
16475,8350
4854328,8655
1209256,2975
184980,3
1729657,3
2115809,74611
1461466,78576
14320,465117
1331,4764436
12214,2234006
13301,1688446
13301,92900
14393,1776
11770,349
1245,155209
1245,8212
18471,4344215
131006,210773
130,3
19742,2291233
18471,45648
1723918,78576
3087,78336
1736,76001
31309,3150
1393539,226366
1331,2082753
1036174,4246
18471,64185
3,581
9380,9383
571562,79051
18999,226366
1407918,1739
1331,1508690
122756,8349
1230105,89289
1736,58293
4854325,8655
1245,555249
1245,1911194
3961527,97823
4300062,8655
1348591,2220235
3,5415675
1292494,1736
1558263,8655
1245,1779567
4854355,8655
13301,19394
13301,2041
3519636,97823
13301,168702
1037,884
226366,4094198
1245,60136
13301,2351396
1776,7202
65907,884
1503040,3087
19742,5413692
121868,1348591
15112,3
3009816,74611
1331,2505313
2727677,89289
116756,571562
1293316,19742
1036174,5130341
145073,585664
1331,2832845
1407495,4675266
13301,2079295
1245,71580
1107983,1165240
1107983,2102583
1736,71375
102805,52057
26457,571562
13301,84933
1220199,13301
1038303,2778
116739,3087
1190780,3
226366,4094207
107515,117443
13301,1394997
334719,65534
1547914,571562
4854339,8655
2651240,65717
1233968,1739
14320,1539954
1717,226366
2487126,3
1245,938390
113674,1245
1331,2612649
107322,1354665
18471,4344199
18471,4344193
1331,1390005
1271116,3
52605,9278
107322,1268846
19742,2825508
1229137,1245
1083451,18471
18471,1939442
20739,52057
1271067,3
1567317,1776
1107983,5554998
1331,2832869
2778,516
1245,15554
1073850,7202
15899,6193
19742,65607
113782,97823
2975,334719
145073,2088728
1407498,3183371
118372,55638
1245,97844
2778,8261
8655,944
101221,2778
2799047,89289
1736,27319
1723913,78576
210773,2975
15899,2066323
122356,1331
13920,571562
3223431,7202
202711,3
1331,4461206
1407495,57906
10557,13301
118372,4425473
1331,4461216
3,3307
1245,8924
107322,7202
13301,982
1499514,52057
1245,130231
2036375,8655
1292482,1736
14333,1739
107322,1196319
4301561,74611
2390,571562
110380,1507613
1470587,7202
1352628,571562
148669,52057
4621342,8655
130640,226366
3600257,65717
1407495,3428824
2454569,571562
107515,2254984
11165,52057
7202,8351
1292351,226366
14320,199810
1331,1706654
1245,6165
3,4955
1432058,226366
1036174,4680534
1509454,571562
14320,98555
1407495,5364045
17142,226366
1245,16407
1709764,216140
102744,1245
1776,2554
1776,3974
1736,51636
13301,3968118
15899,65348
1327,1331
13301,2351408
1214221,89289
1331,2082762
8654,8655
74611,87933
31161,571562
1107983,5554993
12056,8655
1102260,2166308
3,47808
1434599,18471
2975,38914
1348591,95385
10734,3
3877305,74611
15899,2006855
1245,19576
124112,65717
23548,7868
13301,80622
1375036,2975
1240816,1701263
155547,226366
19742,3387525
139993,1736
1064428,1331
1235819,8349
12677,1776
2778,6449
1455336,226366
16459,1736
1777401,80874
23548,2975
3087,3145
13301,72743
7077,9893
7202,9893
110380,73989
1331,1828715
1245,51390
1209245,2034922
226366,4432
1245,1511113
1107983,89289
2042242,2975
177898,18471
532,540
1375036,226366
6717,8349
2022250,8349
15899,3232
1271078,3
12214,35192
1736,27740
1589685,1736
226366,990369
1348591,1975658
12134,2778
13301,15393
2101516,8655
15899,78589
151521,3173
1964443,97823
1225953,8349
22131,3173
12214,22108
118372,2542245
3084,4165
532,544
1059986,13301
10823,2778
3087,55672
1331,65
4854307,8655
1019545,1348591
1331,1789990
65605,89289
8258,8350
1516962,1736
1331,2082770
107322,3683173
1736,968089
171997,2975
13301,1442
1245,15555
1664821,7202
1647289,226366
1331,1709872
1613049,2975
2101523,8655
1331,3071846
4690,884
3087,45363
1107983,2102587
10592,334719
564,6384
14501,2778
53399,65553
14730,2778
1331,2082697
13301,5749247
43775,74611
1727519,1736
2148083,7202
15899,60017
1087696,1245
226366,2504653
1107983,1220721
1348591,5837147
110380,5287073
1245,1389892
13301,3008634
1245,22226
10657,3
2234525,65717
171997,226366
1148750,3
168211,97823
1245,2178
1151381,145073
13301,80623
107322,1348751
110380,2281224
156695,97823
252527,3
74611,77072
118372,2779399
21010,97823
3087,44860
1407495,177214
1245,15327
14320,3847008
31309,62923
10080,3
61178,6384
116128,3173
1245,81685
27763,2778
1305494,78576
1736,3529726
1209245,27755
1348591,3220952
201344,3
145073,239782
1206766,97823
1407495,5388726
1280990,52057
14320,154124
2291195,74611
1642221,8655
1201342,1331
18471,4344203
1179405,1331
10222,1776
118372,1463952
1209247,9380
10814,3
110380,5287082
110380,5287086
1218180,18471
334719,67228
13301,1661161
1214875,18471
3,687
1736,95979
218366,2455343
3087,3092
1245,35518
1274295,884
2975,5542272
55352,8655
1198460,1245
226366,932639
2727675,89289
7244,9380
1454441,226366
1437564,65717
15899,74086
14320,7202
1219617,57799
111455,74611
1348591,3153536
18471,63296
6201,74611
1245,1979170
1331,226504
1363155,226366
1983128,57799
3193167,7202
298410,98058
1107983,1157631
27957,7202
1367223,226366
1482975,9893
21830,7202
107515,1217599
2392906,2778
226366,582209
18471,18477
18471,3222051
15899,43976
1456640,52605
12111,1245
1739,4017142
2674016,97823
164614,571562
1331,1452721
3,58899
16297,52057
1098962,1348591
2235040,226366
15899,1642848
5576,65717
3084,4053946
226366,2507545
14320,2042272
2975,9380
1331,4764424
1107983,2975
1348591,228721
13301,39463
543132,97823
15565,89289
107322,1076675
13023,3201341
110380,5287072
2778,44999
52057,57862
4301586,74611
1674160,19742
2975,80874
1407495,4382584
1407495,1508246
1772250,884
18471,1884
334719,67287
16937,1736
3084,5049
1240816,31383
1099603,884
19742,550827
3,301657
1716590,226366
2025041,97823
107322,1908136
13301,1359276
1523611,3
133212,210773
103853,1279155
13301,82426
1331,1590835
1494221,226366
11161,97823
1245,1513992
13301,936973
13947,80874
68992,8349
20765,349
19742,2761602
226366,2507402
107322,107326
571562,61980
1736,6326
1739,18894
1107983,2301996
110380,5287079
2571346,8655
121668,13301
143439,1739
37714,8349
1227917,89289
1331,502
532,537
1786877,52057
1245,128057
1065168,107322
1121833,145073
1331,93110
1119476,349
27888,7202
1551618,1736
1245,2234460
5313715,65717
1331,1702561
18649,80874
1245,21278
226366,84496
136487,15899
1120,12214
19742,5413778
1736,202552
7447,884
1720057,19742
1331,4461217
3173,6463
2450278,97823
1271072,3
1107983,2400104
11483,1776
1070258,2778
10182,884
1249509,89289
17881,226366
26513,3084
1292479,1736
1107983,3170335
1216018,7202
145073,583361
3084,4053937
3,33185
119431,3087
1369035,52057
4854344,8655
1736,17838
1407495,78892
1245,13314
1245,234804
1355100,3
57799,85353
2605129,3084
3087,3094
1245,19278
12214,934844
110316,334719
13301,75308
3,91520
3264454,7202
3,964699
19742,2356303
3138,884
226366,37153
110380,5287074
75131,9380
1691382,226366
2983127,74611
19742,2351012
53916,7202
1229800,1245
1158,3087
167638,226366
1407498,2791509
1209244,9380
15899,4175
1331,7255
1776,4726
3,3044
13301,77088
2975,3173
160285,3
41249,8351
1310,1776
1122376,89289
4294870,8655
2625835,74611
1107983,1420732
226366,2505685
19,8349
13301,2997772
536272,8349
1123616,226366
1407495,3899975
107322,2609664
1331,558300
1739,944390
1736,3162019
1331,1477006
50576,89289
3173,3338
20155,3084
106730,14320
1494522,3087
1245,2378181
118372,4425482
1368795,65717
1331,2699101
2207,226366
12214,9206
1672438,65717
3,42570
124013,14320
1476566,65717
1352,3
110380,139459
15372,97823
1245,2074999
1469491,78576
17633,52057
1083979,145073
18471,59164
1407498,15899
1736,6725
2098141,8349
5542275,7202
4854340,8655
151529,3
13301,551989
65553,96170
198150,89289
107322,1941315
12214,16850
1583396,75131
201838,571562
1736,22132
104471,97823
2081307,2778
1107983,3189350
1222639,97823
1102260,88620
100597,15899
1019,6122
1280997,52057
226366,25072
2975,3087
2975,5542264
165362,80874
1739,2483701
1245,3894
3,3432147
4001066,8349
216140,73831
12401,3087
24343,3
108988,884
1245,2991107
107322,4137464
216140,51990
1245,55934
3173,4259880
10367,884
14320,67524
1736,71010
1136406,1245
19506,571562
3004081,57799
1407495,74748
1736,183519
1209247,2975
110380,5287066
1245,17604
107322,4137465
1245,13242
1245,1265796
1245,91267
1107983,2803017
107515,4167812
532988,65553
1357063,6384
14320,87119
13301,89193
1331,214372
1032,7202
11480,3087
226366,3978
160474,1739
1295858,2778
6542,89289
1331,2032189
14320,77018
106800,226366
1219863,97823
226366,59055
1245,2298444
2975,84496
13301,3565401
13301,36424
2313192,3087
1331,173500
1006721,1776
2975,65553
141,3
1036,8350
226366,73421
1246314,3084
4301591,74611
1209254,9380
1037373,1736
1427089,226366
128154,226366
1241073,218366
8655,91843
1179911,13301
1245,375719
1097645,1331
8349,9573
13301,4719
1107983,5554632
1736,30791
24697,3087
1484044,571562
1245,36669
7132,8655
1736,785
2128773,226366
123,1331
1736,187946
23627,8351
26223,97823
1137367,18471
1271,18471
118372,130566
276531,9893
1428152,18471
938121,97823
54421,89289
13301,63976
118372,558267
1600264,3
1234848,3087
1243,13301
204352,89289
11837,3
1461465,78576
124848,3
7081,9893
4854358,8655
152543,57799
1314165,89289
3,58208
1107983,20158
107322,227189
3084,5788
3263450,74611
1107296,118372
19742,2753357
102,884
110380,2668019
1240816,40839
1232033,13301
3,691
13301,1459321
54043,571562
13301,3968135
1649102,8655
1107983,5554794
1245,520
1271102,3
1229925,13301
128550,89289
1932297,226366
1204401,3173
1213339,15899
16106,80874
3173,7502
3084,65043
14320,3847006
119521,3173
571562,74949
3087,3414
19742,2291281
1222948,18471
13301,2997774
9372,9380
31309,3149
3087,46929
1245,524
1043858,1245
110411,2975
226366,978963
1245,492716
1036174,4613
3,693
532,543
5281328,97823
1245,2105647
1736,64136
13301,57124
19797,8349
71791,884
13301,141028
19742,2694264
226366,32905
97823,99600
1245,1939366
27647,3087
16178,1776
19742,2489178
1234966,13301
15899,557911
17764,8655
1271123,3
1036174,2975
1736,2400334
1348591,15899
1509682,39545
13301,7175
124131,3173
39012,8350
150111,334719
1245,6162
13301,235436
226366,2504634
114019,1348591
15899,2840871
35463,97823
4301538,74611
1407495,2577220
1574220,2778
1245,985212
1245,58954
1407495,5423530
15899,16376
44998,97823
110380,5287085
1407495,1811152
13023,219852
19742,5413708
16841,226366
5313718,65717
1343811,3087
1459881,8655
1246972,6384
13301,235434
1407498,97185
1245,2332577
1331,3067900
37526,7202
1245,56323
186229,3
1107983,3189455
13301,1388907
23038,8655
110380,1803854
226366,2376053
13301,77071
238713,65553
9892,9893
13301,68215
1107983,21112
26753,9380
8655,9289
1407495,98394
1245,216674
1739,49939
6384,67759
1245,34904
3,656
532,539
13301,47991
103853,2934928
1245,14991
1331,4461208
1260481,226366
1019,234895
1245,45651
114970,145073
1245,4135
1407498,192632
1436413,884
1271092,3
1482976,9893
1292487,1736
13301,929257
19742,2291237
10713,15899
3600048,65717
13869,97823
111270,13301
106187,3087
3,740
1046723,13301
1649563,1739
1013215,1107983
1086588,13301
107515,5593954
15899,63537
1896469,19742
14553,3087
110380,1508927
3,5064
1503043,3087
2098138,8349
1371552,18471
1245,236696
12214,2628647
216140,60074
14320,16216
1245,2466761
1392604,349
1331,2832842
226366,4094234
1245,22970
2250902,3
1331,2832858
27436,7202
1079558,1331
19507,571562
1168097,1245
334719,67392
13301,89289
8655,8669
38406,74611
15899,32395
1280985,52057
14320,147592
1776,2130
1736,1790647
121018,3084
15110,89289
1331,4461227
216140,500427
100716,13301
6394,9893
1031101,57799
2025044,97823
2778,29874
17306,2975
10402,8349
19742,5413736
1776,190
1185558,14320
226366,62861
1536524,8349
4774,89289
106908,97823
2639643,57799
1245,170918
1245,15838
1331,2832881
1391387,2975
1554054,8655
1514004,74611
1119079,19742
1331,1510769
1348591,3522256
2975,78576
1193833,97823
1331,4764482
1209245,1312315
1245,19610
4207972,8655
19742,3792345
5313739,65717
1331,1381
1499831,1736
1245,2975
1245,543530
45581,557552
11024,571562
19742,2476360
1245,3202311
1331,2753667
1142312,13301
1739,23882
1736,591
1245,2031105
1482977,9893
215737,97823
1331,4764439
102633,14320
1196533,226366
11367,8349
3,653
13301,73931
13301,199361
1717748,19742
568546,6384
1245,1338266
1331,2533562
2682390,74611
1407495,2975
1331,152548
19528,2778
1245,226366
4102426,571562
3084,4053939
1122374,89289
27563,3
2975,8655
1237372,3087
3,46432
1920,884
1537819,1739
1107983,2413592
1331,173370
1935541,52057
2778,76139
1356094,45581
884,91343
145073,25166
14320,3847018
1245,1411533
1331,61784
1671524,532
65717,996701
157865,884
3801,52057
3,3776
1245,83872
3084,68402
1221006,8655
1271060,3
13301,4406233
226366,6181
3,53714
194477,74611
3,47698
1736,4169740
1331,1440015
152636,3
1297402,18471
23986,9893
113916,226366
11669,1245
2109009,2778
1849289,97823
19742,5413762
132639,1331
2176,3
18471,2773114
110380,2266219
1473717,3
211454,884
13301,67750
156653,1736
1331,2553583
13301,5750132
1245,19655
12791,20907
1331,2089118
1478133,39545
18626,2778
1736,4931182
1245,63978
1736,72739
1188500,3084
1461460,78576
2727679,89289
75131,79692
112,3
1456280,65717
61835,8349
1116951,1736
227857,3
18471,19488
110380,5287076
216140,65919
39015,8350
13301,5359
14320,92280
1331,1976124
1331,2082679
18471,4344214
3087,7768
1245,995587
1748,97823
1348591,2535285
14320,34485
1776,2975
3084,8851
110,1331
1546229,226366
1736,562669
1187106,18471
571562,76621
1245,2762549
13301,3797285
12799,89289
1225872,1245
1323,1331
107515,5593955
107322,1234472
107322,2718858
226366,2395
145073,2008445
13301,27011
5293,884
24342,3
107322,1519728
103853,1744619
13301,2975
1229106,3
65310,89289
13301,70235
13301,19767
1245,2087863
1736,20494
1407498,2495673
51864,52057
170240,18471
1245,1480027
1114784,8655
3,4091766
132632,1331
2681502,571562
13301,2351412
12214,162413
1658385,74611
2975,9374
1233313,65717
1532,89289
1019,588175
1736,543819
13301,992668
18471,3026
1407486,2975
253085,7202
19742,2189549
110380,19011
143742,65717
2204531,226366
1107983,27765
1245,146748
1331,2832859
1107983,1375930
1209253,9380
1331,2832866
4301584,74611
154,1776
1245,3063
15832,334719
226366,76857
226366,58643
1331,186469
1073850,2975
173428,226366
52057,7488
1201399,1331
19742,81701
124617,8349
1188877,89289
1490615,3
2975,39545
1430038,3
107322,1156086
1776,19862
226366,64448
1585158,226366
1407495,1879642
1736,21484
145073,1915512
2681811,74611
181891,89289
2925874,97823
4102425,571562
230251,2778
11221,145073
1241330,65717
107322,2975
10606,80874
1741418,8349
13301,16450
143103,75131
13301,16866
1036174,5130337
42200,8655
1430048,3
97823,98647
15899,28633
13301,67274
334719,5460
13301,340
114,1331
171167,52057
4126101,97823
1218607,89289
28779,532
1102260,2975
8655,987839
118372,15899
1006168,13301
4301534,74611
1331,3138578
15899,3753745
1245,3171808
170384,226366
532,7187
7078,9893
1245,559
24880,52057
6939,884
287,884
1293990,97823
226366,2597017
1487328,8655
1211845,3
1648131,18471
1019,564610
1370757,226366
1736,65121
3087,3353549
1251990,78576
107322,3950926
71810,97823
1059572,118372
1865065,3173
1213336,15899
3,4818
4723,7202
2982082,97823
1999054,226366
1503038,3087
1736,3863345
1331,1511634
3084,4053945
1223489,13301
1407495,78816
1348591,1564846
1331,1484140
1808635,226366
13301,1408601
1739,60883
1689330,17306
1238818,89289
1331,41785
110380,1507609
16506,1739
559233,8655
2027645,884
1562344,74611
2975,8346
19742,65606
53828,571562
114334,75131
1937,52057
1736,227564
1245,211937
19742,5413694
170543,334719
1807,8350
1209245,1646464
3165802,7202
11007,12214
2975,530
4854324,8655
18471,2191249
1348591,1473281
1107983,5555017
23548,5406894
3042,97823
26993,571562
226366,23626
1237599,8349
227,3
1331,2832861
2703115,52057
3087,40349
1331,4461209
1473975,15899
1019,1240816
1245,550843
13301,82240
1407495,5423527
1107983,3386835
100604,97823
1280999,52057
1736,52885
14320,1573198
1736,95051
102413,1245
6203,74611
1107983,1623719
1238840,13301
123257,334719
1107983,3189432
15760,1736
1776,3037
1331,571568
1019,1442706
1348591,143240
1348591,2579527
145073,2244072
1019,1441931
4854327,8655
13301,533061
1583695,8655
532,534
1736,4038360
1197772,8349
1291961,1736
3087,3090
3600045,65717
7472,8655
7085,9893
107322,1082673
166489,78576
1331,2832879
1610514,74611
1331,4764432
13301,57637
1776,68212
150601,2778
1036174,89056
13301,1549008
1220323,3
107322,1417644
13301,22865
1736,2692405
111513,18471
2778,32785
2554196,39545
1331,1367
3,825
206,3
1133834,13301
1050881,1107983
10580,1209245
1664821,2975
19742,3009776
105207,31309
1107983,1767445
8655,8657
1603423,3
1503047,3087
1122373,89289
15758,89289
1032818,1407498
174037,8655
1430008,89289
17306,27650
1700685,65717
13301,967937
18471,4344219
3060462,57799
1328,532
3,5580
226366,4094197
136217,97823
226366,9209
1213573,226366
1036174,1089873
1407498,2522730
8655,8662
1245,83586
3,390158
1,3
1036174,1101345
532,538
1331,4461202
1188921,3173
4854323,8655
210773,968011
107322,540700
1107983,2866402
334719,3727557
107515,19210
18471,928638
18471,93527
1217125,1739
61110,884
1245,25600
180659,89289
1107983,1157634
1407495,3323136
1271074,3
1729761,1739
115089,13301
3387064,8350
1329,1331
1547309,1736
1245,62105
1407495,1568713
1736,239107
1613899,226366
1331,4461236
19742,5413734
334719,63646
57108,89289
1455497,18471
1054995,571562
118372,4425479
1126295,19742
3087,3093
1331,1667883
4226007,74611
36169,8349
89289,98568
107323,7202
1201835,9893
118372,35806
3084,66
70990,8349
1823116,97823
199356,3
3,83791
3087,9257
18471,185705
1245,212828
2778,4111373
1331,1349014
218366,9380
1736,2245154
3961526,97823
1006651,89289
80874,84327
12214,229606
2042242,7202
1019,2660596
14320,2975
13301,4169
3,35207
1348198,8655
159948,7202
1720614,1736
1736,35596
3229,8655
2975,3223431
1413509,1776
13301,4956
1209245,440943
1348591,3779590
1348591,964908
1071744,89289
226366,2439980
